ID,Category,Subcategory,Difficulty,Mode,OrderIndex,ConceptTitle,Content,KeyPoints
211,Income,Rental & Other Income,Hard,Standard,32,Cancellation of Debt Income,"When a lender forgives or cancels a debt a taxpayer owed, the canceled amount is generally treated as taxable income, reported to the taxpayer on Form 1099-C. Certain exceptions and exclusions can prevent cancellation of debt from being taxed, such as when the taxpayer was insolvent immediately before the cancellation or the debt was discharged in bankruptcy. Insolvency generally means the taxpayer's total liabilities exceeded the fair market value of their total assets immediately before the cancellation, and the exclusion is limited to the amount of that insolvency.",Canceled debt is generally taxable income|Reported to the taxpayer on Form 1099-C|Insolvency immediately before cancellation can exclude some or all of the income|Bankruptcy discharge is another common exclusion
212,Income,Rental & Other Income,Hard,Assessment,32,Cancellation of Debt Income,"If a taxpayer was insolvent immediately before a debt was canceled, some or all of the cancellation of debt income can be excluded up to the amount of that insolvency.",
213,Income,Rental & Other Income,Hard,Recovery,32,Cancellation of Debt Income,"Think of canceled debt like a gift of money from the lender - the IRS usually treats forgiven debt as income, unless the taxpayer was already underwater on their finances or the debt vanished through bankruptcy, in which case the tax bill can be excused too.",
214,Income,Rental & Other Income,Medium,Standard,33,Hobby Income,"Income from an activity carried on without a genuine profit motive is treated as hobby income rather than business income, and it must still be reported as taxable income even though it is not subject to self-employment tax. Unlike a business, expenses related to a hobby generally cannot be deducted to offset hobby income under current rules. Factors distinguishing a business from a hobby include whether the activity is run in a businesslike manner and whether the taxpayer depends on the income for their livelihood.",Hobby income is taxable even without a profit motive|Not subject to self-employment tax like business income|Hobby expenses generally cannot be deducted against hobby income|Businesslike operation and reliance on income help distinguish a business from a hobby
215,Income,Rental & Other Income,Medium,Assessment,33,Hobby Income,"Hobby income must be reported in full as taxable income, but unlike Schedule C activities, hobby expenses generally cannot be deducted to reduce it.",
216,Income,Rental & Other Income,Medium,Recovery,33,Hobby Income,"Think of a hobby that happens to earn some money like a garage sale that keeps making a little cash - the IRS still wants that income reported, but it will not let you write off the cost of running your garage sale like a real business.",
217,Income,Rental & Other Income,Easy,Standard,34,Jury Duty Pay and Other Miscellaneous Income,"Jury duty pay is taxable income and must be reported on the return, even though it is a small, occasional amount for most taxpayers. If an employer continues to pay an employee's regular salary during jury duty and requires the employee to turn over their jury duty pay to the employer, the employee may be able to deduct that surrendered amount as an adjustment to income. Other miscellaneous taxable income can include items such as found property or small awards that do not fit neatly into another income category.",Jury duty pay is taxable income|Must be reported even if the amount is small|Pay surrendered to an employer may be deductible as an adjustment|Miscellaneous income covers amounts that do not fit other categories
218,Income,Rental & Other Income,Easy,Assessment,34,Jury Duty Pay and Other Miscellaneous Income,"If an employee had to hand over jury duty pay to their employer because the employer kept paying their salary, that surrendered amount can be claimed as an adjustment to income.",
219,Income,Rental & Other Income,Easy,Recovery,34,Jury Duty Pay and Other Miscellaneous Income,"Think of jury duty pay like any small side income - it still counts as taxable, but if you had to give it straight to your employer in exchange for keeping your regular paycheck, the tax law lets you cancel that amount back out.",
220,Income,Rental & Other Income,Medium,Standard,35,Prizes and Awards,"Prizes and awards, including cash and the fair market value of noncash prizes such as merchandise or trips, are generally taxable income to the recipient. This includes prizes won through contests, sweepstakes, raffles, and similar drawings, regardless of whether the recipient had to do anything to earn the prize. A payer may be required to issue a Form 1099-MISC if the value of a prize or award reaches a set minimum amount for the year.",Prizes and awards are generally taxable income|Includes both cash and the fair market value of noncash prizes|Applies to contests sweepstakes and raffles|A 1099-MISC may be issued once value reaches a set minimum
221,Income,Rental & Other Income,Medium,Assessment,35,Prizes and Awards,"Winning a noncash prize like a car or trip still creates taxable income equal to its fair market value, not just cash prizes.",
222,Income,Rental & Other Income,Medium,Recovery,35,Prizes and Awards,"Think of winning a prize like getting handed cash equal to what the item is worth - even if you receive a trip or a television instead of a check, the tax law treats it the same as if you had won that much money outright.",
223,Retirement Accounts & Distributions,Traditional IRA Basics,Easy,Standard,1,What a Traditional IRA Is,"A Traditional IRA is a personal retirement account that lets an individual set aside earned income for retirement, with contributions that may be tax-deductible and earnings that grow tax-deferred until withdrawal. Anyone with qualifying earned income can open one regardless of whether they also participate in an employer plan. Distributions in retirement are generally taxed as ordinary income.",Personal retirement account funded with earned income|Contributions may be tax-deductible|Earnings grow tax-deferred until withdrawn|Distributions are taxed as ordinary income
224,Retirement Accounts & Distributions,Traditional IRA Basics,Easy,Assessment,1,What a Traditional IRA Is,"A Traditional IRA is funded with earned income, may allow a deduction, grows tax-deferred, and is taxed as ordinary income when distributed.",
225,Retirement Accounts & Distributions,Traditional IRA Basics,Easy,Recovery,1,What a Traditional IRA Is,"Think of a Traditional IRA as a savings account with a tax break built in now, where you settle up with the IRS later when the money comes out in retirement.",
226,Retirement Accounts & Distributions,Traditional IRA Basics,Easy,Standard,2,Contribution Eligibility,"To contribute to a Traditional IRA, a taxpayer (or their spouse, for a spousal contribution) must have qualifying earned income at least equal to the amount contributed for the year. There is no upper age limit that blocks contributions, so a taxpayer can keep contributing as long as they have earned income. Investment income like interest, dividends, and rental income does not count as earned income for this purpose.",Requires earned income at least equal to the contribution|No upper age limit prevents contributions|Spousal contributions use the working spouse's earned income|Investment income does not qualify as earned income
227,Retirement Accounts & Distributions,Traditional IRA Basics,Easy,Assessment,2,Contribution Eligibility,"Eligibility to contribute to an IRA is based on having earned income for the year, not on age or on having a workplace plan.",
228,Retirement Accounts & Distributions,Traditional IRA Basics,Easy,Recovery,2,Contribution Eligibility,"Think of earned income as the ticket needed to enter the IRA contribution game - without a paycheck (yours or your spouse's), you can't buy in.",
229,Retirement Accounts & Distributions,Traditional IRA Basics,Medium,Standard,3,Contribution Deadline,"Contributions to a Traditional IRA for a given tax year can be made up until the unextended filing deadline for that year's return, not December 31. This means a taxpayer can still fund a prior-year IRA contribution early in the following year, as long as it happens before the filing deadline and is properly designated for the earlier year. Filing an extension does not extend this contribution deadline.","Deadline is the unextended filing deadline, not year-end|Prior-year contributions can be made early in the new year|Contribution must be designated for the correct tax year|Filing an extension does not extend the contribution deadline"
230,Retirement Accounts & Distributions,Traditional IRA Basics,Medium,Assessment,3,Contribution Deadline,"IRA contributions for a tax year can be made until the regular filing deadline of the following spring, even though the tax year already ended on December 31.",
231,Retirement Accounts & Distributions,Traditional IRA Basics,Medium,Recovery,3,Contribution Deadline,"Think of the IRA contribution window as staying open a few months past New Year's Eve, closing only when the tax return itself is due.",
232,Retirement Accounts & Distributions,Traditional IRA Basics,Medium,Standard,4,Deductibility When Not Covered by a Workplace Plan,"A taxpayer who is not covered by an employer retirement plan can generally deduct their full Traditional IRA contribution regardless of income level. If the taxpayer is not covered but their spouse is covered by a workplace plan, the taxpayer's own deduction may still be limited based on their combined income. The deduction is taken as an adjustment to income, so it is available even to taxpayers who do not itemize.",Not covered by a workplace plan generally allows a full deduction|Income level does not limit the deduction in this case|A covered spouse can still limit the other spouse's deduction|Deduction is an adjustment to income available without itemizing
233,Retirement Accounts & Distributions,Traditional IRA Basics,Medium,Assessment,4,Deductibility When Not Covered by a Workplace Plan,"If neither spouse is covered by a workplace retirement plan, the Traditional IRA deduction is not limited by income.",
234,Retirement Accounts & Distributions,Traditional IRA Basics,Medium,Recovery,4,Deductibility When Not Covered by a Workplace Plan,"Think of it this way: if nobody in the household already has a work retirement plan, the IRA deduction door stays wide open no matter how much they earn.",
235,Retirement Accounts & Distributions,Traditional IRA Basics,Hard,Standard,5,Deductibility When Covered by a Workplace Plan,"When a taxpayer is an active participant in an employer retirement plan, their Traditional IRA deduction phases out over a range of modified adjusted gross income set by law, and can be eliminated entirely above that range. Active participation is generally shown by a marked retirement plan box on the taxpayer's Form W-2 for the year. Even when the deduction is reduced or lost, the taxpayer can still make a nondeductible contribution to the same IRA.",Active plan participants face an income-based phase-out|Phase-out is measured by modified adjusted gross income|Active participation is often flagged on Form W-2|A lost deduction still allows a nondeductible contribution
236,Retirement Accounts & Distributions,Traditional IRA Basics,Hard,Assessment,5,Deductibility When Covered by a Workplace Plan,"Being an active participant in a workplace plan phases out the IRA deduction as income rises, but a nondeductible contribution is still allowed even if the deduction disappears.",
237,Retirement Accounts & Distributions,Traditional IRA Basics,Hard,Recovery,5,Deductibility When Covered by a Workplace Plan,"Think of the workplace plan box on the W-2 as a flag that shrinks the IRA deduction as income climbs, rather than an outright ban on contributing.",
238,Retirement Accounts & Distributions,Traditional IRA Basics,Hard,Standard,6,Spousal IRA Deductibility Rules,"A married taxpayer who is not an active participant in a workplace plan but whose spouse is a participant faces a separate, generally higher income phase-out range for deducting their own Traditional IRA contribution. This rule exists so that one spouse's access to a workplace plan does not automatically strip the other spouse of a deduction. Filing status matters here, since married filing separately generally faces a much narrower phase-out.",Non-covered spouse of a covered spouse gets a separate phase-out range|That range is generally wider than the covered spouse's own range|Rule prevents one spouse's plan from fully blocking the other's deduction|Married filing separately usually has a much tighter phase-out
239,Retirement Accounts & Distributions,Traditional IRA Basics,Hard,Assessment,6,Spousal IRA Deductibility Rules,"When only one spouse is covered by a workplace plan, the uncovered spouse uses a different, more generous income phase-out for their own IRA deduction.",
240,Retirement Accounts & Distributions,Traditional IRA Basics,Hard,Recovery,6,Spousal IRA Deductibility Rules,"Think of the uncovered spouse as getting a separate lane with a longer runway, rather than being grounded just because their spouse already has a plan at work.",
241,Retirement Accounts & Distributions,Traditional IRA Basics,Medium,Standard,7,Nondeductible Contributions and Form 8606,"When a taxpayer makes a Traditional IRA contribution that is not deductible, either by choice or because income limits eliminated the deduction, the nondeductible amount must be reported on Form 8606 to establish basis in the account. This basis is tracked over the life of the account and is not taxed again when eventually distributed. Failing to file Form 8606 can result in that same money being taxed twice when it is later withdrawn.",Nondeductible contributions are reported on Form 8606|Form 8606 establishes basis in the Traditional IRA|Basis is recovered tax-free when distributed|Skipping the form risks double taxation later
242,Retirement Accounts & Distributions,Traditional IRA Basics,Medium,Assessment,7,Nondeductible Contributions and Form 8606,A nondeductible Traditional IRA contribution must be reported on Form 8606 to preserve basis and avoid being taxed twice on the same money later.,
243,Retirement Accounts & Distributions,Traditional IRA Basics,Medium,Recovery,7,Nondeductible Contributions and Form 8606,"Think of Form 8606 as a receipt proving the tax was already paid on that money, so the IRS does not try to collect on it a second time when it comes out.",
244,Retirement Accounts & Distributions,Traditional IRA Basics,Medium,Standard,8,How Deductible Contributions Reduce AGI,"A deductible Traditional IRA contribution is claimed as an adjustment to income, which lowers adjusted gross income directly rather than being taken as an itemized or standard deduction. Because it reduces AGI, it can also help a taxpayer qualify for other tax benefits that phase out based on AGI. The deduction is available whether or not the taxpayer itemizes deductions.","Deductible IRA contributions are an adjustment to income|They reduce AGI, not just taxable income after AGI|Lower AGI can help other AGI-based benefits phase in|Available regardless of itemizing"
245,Retirement Accounts & Distributions,Traditional IRA Basics,Medium,Assessment,8,How Deductible Contributions Reduce AGI,"A deductible Traditional IRA contribution reduces AGI itself, which can be more valuable than a below-the-line deduction because it can unlock other AGI-based benefits.",
246,Retirement Accounts & Distributions,Traditional IRA Basics,Medium,Recovery,8,How Deductible Contributions Reduce AGI,Think of an AGI-reducing deduction as moving the finish line closer before other tax breaks even start measuring the distance.,
247,Retirement Accounts & Distributions,Roth IRA Basics,Easy,Standard,9,What a Roth IRA Is,"A Roth IRA is a personal retirement account funded with after-tax dollars, meaning contributions are never deductible, but qualified distributions in retirement, including all earnings, come out completely tax-free. Contributions themselves can generally be withdrawn at any time without tax or penalty since they were already taxed. This makes the Roth IRA attractive to taxpayers who expect to be in the same or a higher tax bracket in retirement.","Funded with after-tax dollars, never deductible|Qualified distributions are entirely tax-free|Contributions can generally be withdrawn anytime tax-free|Attractive for those expecting a similar or higher future bracket"
248,Retirement Accounts & Distributions,Roth IRA Basics,Easy,Assessment,9,What a Roth IRA Is,"Roth IRA contributions are never deductible, but qualified distributions, including earnings, are completely tax-free.",
249,Retirement Accounts & Distributions,Roth IRA Basics,Easy,Recovery,9,What a Roth IRA Is,"Think of a Roth IRA as paying the tax bill upfront so the entire account, growth included, can come out tax-free later.",
250,Retirement Accounts & Distributions,Roth IRA Basics,Medium,Standard,10,Income-Based Eligibility to Contribute,"The ability to contribute directly to a Roth IRA phases out as modified adjusted gross income rises above thresholds set by law, and is eliminated entirely above the top of that range. Unlike the Traditional IRA deduction, this income limit applies whether or not the taxpayer is covered by a workplace plan. A taxpayer whose income is too high to contribute directly may still be able to convert Traditional IRA funds to a Roth IRA.",Direct Roth contribution eligibility phases out by income|Applies regardless of workplace plan coverage|Eliminated entirely above the top of the range|High earners may still use a Roth conversion instead
251,Retirement Accounts & Distributions,Roth IRA Basics,Medium,Assessment,10,Income-Based Eligibility to Contribute,"Roth IRA contribution eligibility is limited purely by income, unlike the Traditional IRA deduction, which also depends on workplace plan coverage.",
252,Retirement Accounts & Distributions,Roth IRA Basics,Medium,Recovery,10,Income-Based Eligibility to Contribute,Think of the Roth income limit as a separate gate that has nothing to do with a workplace plan - it only cares about how much you earn.,
253,Retirement Accounts & Distributions,Roth IRA Basics,Easy,Standard,11,Roth Contributions Are Never Deductible,"Contributions to a Roth IRA are made with after-tax money and are never deductible on the tax return, regardless of income or workplace plan coverage. This is the fundamental trade-off of the Roth structure, since the tax benefit comes later in the form of tax-free qualified withdrawals rather than upfront. Taxpayers sometimes confuse this with the Traditional IRA, where deductibility depends on coverage and income.","Roth contributions are always after-tax|No deduction is ever available for a Roth contribution|The tax benefit comes later, at qualified withdrawal|Easy to confuse with Traditional IRA deduction rules"
254,Retirement Accounts & Distributions,Roth IRA Basics,Easy,Assessment,11,Roth Contributions Are Never Deductible,There is no such thing as a deductible Roth IRA contribution - the trade-off for tax-free withdrawals later is no deduction now.,
255,Retirement Accounts & Distributions,Roth IRA Basics,Easy,Recovery,11,Roth Contributions Are Never Deductible,"Think of the Roth as paying full price today in exchange for a tax-free ride later, with no discount offered at the register.",
256,Retirement Accounts & Distributions,Roth IRA Basics,Medium,Standard,12,Qualified Distributions Defined,"A Roth IRA distribution is qualified, and therefore entirely tax-free, only if the five-year holding period has been met and the distribution also meets one of several triggering conditions, such as the owner reaching the RMD age set by law, becoming disabled, or the distribution being used for a first home purchase up to a lifetime limit. A distribution paid to a beneficiary after the owner's death can also be qualified if the five-year rule is satisfied. Meeting only the age requirement without meeting the five-year rule, or vice versa, does not produce a qualified distribution.","Requires the five-year holding period to be satisfied|Also requires a qualifying trigger such as age, disability, or first home|Death of the owner can trigger a qualified distribution for a beneficiary|Both the time test and a trigger are required together"
257,Retirement Accounts & Distributions,Roth IRA Basics,Medium,Assessment,12,Qualified Distributions Defined,"A qualified Roth distribution needs both the five-year holding period and a qualifying trigger like reaching the RMD age, disability, death, or first home purchase.",
258,Retirement Accounts & Distributions,Roth IRA Basics,Medium,Recovery,12,Qualified Distributions Defined,Think of the five-year rule and the trigger event as two separate locks - both have to open at the same time before the withdrawal comes out completely tax-free.,
259,Retirement Accounts & Distributions,Roth IRA Basics,Hard,Standard,13,The Five-Year Rule for Roth Qualified Distributions,"The five-year clock for Roth IRA qualified distributions begins on January 1 of the tax year of the taxpayer's first Roth IRA contribution, and this single start date carries over to all of that taxpayer's Roth IRAs, even ones opened later. A separate five-year clock applies to each Roth conversion for purposes of avoiding the early withdrawal penalty on converted amounts, which is different from the qualified-distribution five-year rule. Once the original account-holding five-year period is satisfied, it never has to be met again for that taxpayer's Roth IRAs.","Clock starts January 1 of the year of the first Roth contribution|One start date applies across all of a taxpayer's Roth IRAs|A separate five-year rule applies to each conversion|Once satisfied, the account-holding period never resets"
260,Retirement Accounts & Distributions,Roth IRA Basics,Hard,Assessment,13,The Five-Year Rule for Roth Qualified Distributions,"The Roth five-year period for qualified distributions starts with the first-ever Roth contribution and applies to all of that taxpayer's Roth IRAs going forward, separate from the per-conversion five-year rule.",
261,Retirement Accounts & Distributions,Roth IRA Basics,Hard,Recovery,13,The Five-Year Rule for Roth Qualified Distributions,"Think of the very first Roth contribution as starting a stopwatch that never resets, no matter how many other Roth accounts get opened afterward.",
262,Retirement Accounts & Distributions,Roth IRA Basics,Medium,Standard,14,Non-Qualified Roth Distributions,"A Roth IRA distribution that does not meet the five-year rule and a qualifying trigger is non-qualified, meaning any earnings withdrawn may be subject to both ordinary income tax and the 10% additional tax unless an exception applies. Because contributions come out first under the ordering rules, many non-qualified distributions are still tax-free until the withdrawals dip into earnings. Converted amounts withdrawn within their own five-year period can also trigger the additional tax even though they are not treated as ordinary income again.",Non-qualified means the five-year rule or trigger was not met|Earnings portion can be taxed and penalized|Contributions withdrawn first are generally tax-free|Early withdrawal of converted funds can trigger the penalty on the converted amount
263,Retirement Accounts & Distributions,Roth IRA Basics,Medium,Assessment,14,Non-Qualified Roth Distributions,"A non-qualified Roth distribution can expose earnings to both income tax and the 10% additional tax, but withdrawals are treated as coming from contributions first.",
264,Retirement Accounts & Distributions,Roth IRA Basics,Medium,Recovery,14,Non-Qualified Roth Distributions,"Think of a Roth IRA as a layered cup: contributions come off the top for free, and only dipping down to the earnings at the bottom risks a tax hit.",
265,Retirement Accounts & Distributions,Roth IRA Basics,Hard,Standard,15,Ordering Rules for Roth Withdrawals,"Roth IRA withdrawals follow a strict ordering rule for tax purposes: regular contributions come out first, followed by conversion and rollover amounts on a first-in, first-out basis, and earnings come out last. This ordering applies automatically regardless of which specific dollars the taxpayer thinks they are withdrawing, and it is what allows many early withdrawals to remain tax-free even without meeting the five-year rule. Only after all contributions and conversions have been withdrawn does a distribution begin to touch earnings.","Contributions come out first|Conversions and rollovers come out next, oldest first|Earnings come out last|Order is automatic and not chosen by the taxpayer"
266,Retirement Accounts & Distributions,Roth IRA Basics,Hard,Assessment,15,Ordering Rules for Roth Withdrawals,"Roth distributions always come out contributions first, then conversions oldest first, then earnings last, regardless of what the taxpayer intends to withdraw.",
267,Retirement Accounts & Distributions,Roth IRA Basics,Hard,Recovery,15,Ordering Rules for Roth Withdrawals,"Think of the Roth IRA like a stack of trays in a cafeteria - the top of the stack is your own contributions, taken before you ever reach the earnings tray at the bottom.",
268,Retirement Accounts & Distributions,Roth IRA Basics,Hard,Standard,16,Backdoor Roth Conversion Concept,"A taxpayer whose income is too high to contribute directly to a Roth IRA can make a nondeductible Traditional IRA contribution and then convert it to a Roth IRA, a strategy commonly called a backdoor Roth contribution. If the taxpayer holds other pre-tax Traditional IRA balances, the conversion is subject to the pro-rata rule, which taxes a proportionate share of the conversion based on the ratio of after-tax basis to total IRA value across all their Traditional IRAs. This means the strategy works cleanest for taxpayers with little or no other pre-tax IRA money.",Combines a nondeductible contribution with an immediate conversion|Used when income is too high for a direct Roth contribution|Pro-rata rule applies if other pre-tax IRA balances exist|Cleanest when the taxpayer has no other pre-tax IRA money
269,Retirement Accounts & Distributions,Roth IRA Basics,Hard,Assessment,16,Backdoor Roth Conversion Concept,"A backdoor Roth contribution is a nondeductible Traditional IRA contribution converted to Roth, but the pro-rata rule taxes part of it if the taxpayer has other pre-tax IRA balances.",
270,Retirement Accounts & Distributions,Roth IRA Basics,Hard,Recovery,16,Backdoor Roth Conversion Concept,Think of all of a taxpayer's Traditional IRAs as one mixed pitcher of pre-tax and after-tax money - the pro-rata rule prevents pouring out just the after-tax part.,
271,Retirement Accounts & Distributions,Employer-Sponsored Plans,Easy,Standard,17,401(k) Basics,"A 401(k) plan is an employer-sponsored retirement plan offered by private-sector employers that allows employees to defer part of their salary into the plan, often with an employer match. Traditional 401(k) contributions are made pre-tax, reducing current taxable wages, and the account grows tax-deferred until distribution. Many employers also offer a Roth 401(k) option within the same plan.","Employer-sponsored plan offered by private-sector employers|Employees defer salary into the plan, often with a match|Traditional contributions are pre-tax and grow tax-deferred|A Roth 401(k) option is often available too"
272,Retirement Accounts & Distributions,Employer-Sponsored Plans,Easy,Assessment,17,401(k) Basics,"A 401(k) is a private-sector employer plan funded through employee salary deferrals, typically pre-tax, often with an employer match.",
273,Retirement Accounts & Distributions,Employer-Sponsored Plans,Easy,Recovery,17,401(k) Basics,"Think of a 401(k) as a slice of your paycheck redirected straight into a retirement account before you ever see it, often with the employer chipping in extra.",
274,Retirement Accounts & Distributions,Employer-Sponsored Plans,Easy,Standard,18,403(b) Basics,"A 403(b) plan works much like a 401(k) but is offered by public schools, certain tax-exempt organizations, and some ministers rather than private-sector employers. Employees defer part of their salary into the plan, and both pre-tax and Roth contribution options are commonly available. Contribution and distribution rules for 403(b) plans closely mirror those of 401(k) plans.",Offered by public schools and tax-exempt organizations|Functions much like a 401(k) plan|Pre-tax and Roth options are commonly available|Contribution and distribution rules closely mirror 401(k) rules
275,Retirement Accounts & Distributions,Employer-Sponsored Plans,Easy,Assessment,18,403(b) Basics,"A 403(b) is the 401(k) equivalent for public school and tax-exempt organization employees, with very similar rules.",
276,Retirement Accounts & Distributions,Employer-Sponsored Plans,Easy,Recovery,18,403(b) Basics,"Think of a 403(b) as the 401(k)'s cousin for teachers, nonprofit workers, and similar employees - same idea, different type of employer.",
277,Retirement Accounts & Distributions,Employer-Sponsored Plans,Easy,Standard,19,SEP IRA Basics,"A SEP IRA is a retirement plan mainly used by self-employed individuals and small business owners that allows the employer to make contributions directly into IRAs owned by each eligible employee. Only the employer contributes to a SEP IRA; employees do not make their own salary deferrals into it, and contributions must generally be made at a uniform percentage of pay for all eligible employees. SEP IRAs are simple to set up and maintain compared to a traditional 401(k) plan.","Common for self-employed individuals and small businesses|Only the employer contributes, no employee deferrals|Contributions generally use a uniform percentage for all eligible employees|Simpler to set up and administer than a 401(k)"
278,Retirement Accounts & Distributions,Employer-Sponsored Plans,Easy,Assessment,19,SEP IRA Basics,A SEP IRA is funded entirely by employer contributions at a uniform percentage of pay - employees do not defer their own salary into it.,
279,Retirement Accounts & Distributions,Employer-Sponsored Plans,Easy,Recovery,19,SEP IRA Basics,"Think of a SEP IRA as the business owner handing out retirement contributions to eligible workers, rather than employees carving money out of their own paychecks.",
280,Retirement Accounts & Distributions,Employer-Sponsored Plans,Medium,Standard,20,SIMPLE IRA Basics,"A SIMPLE IRA is designed for small employers and allows both employee salary deferrals and mandatory employer contributions, either as a matching contribution or a fixed contribution for all eligible employees. It has lower administrative burdens than a 401(k) but also lower contribution limits. Early withdrawals taken within the first two years of participation can face a higher additional tax than withdrawals from other retirement accounts.",Designed for small employers with lower administrative burden|Allows both employee deferrals and required employer contributions|Contribution limits are lower than a 401(k)|Withdrawals within the first two years can face a higher penalty rate
281,Retirement Accounts & Distributions,Employer-Sponsored Plans,Medium,Assessment,20,SIMPLE IRA Basics,"A SIMPLE IRA requires an employer contribution alongside employee deferrals, and early withdrawals in the first two years of participation carry an increased additional tax.",
282,Retirement Accounts & Distributions,Employer-Sponsored Plans,Medium,Recovery,20,SIMPLE IRA Basics,Think of the first two years of a SIMPLE IRA as a probation period - pulling money out early during that window makes the penalty bite harder than usual.,
283,Retirement Accounts & Distributions,Employer-Sponsored Plans,Hard,Standard,21,Pre-Tax vs Roth 401(k) Contributions,"Many 401(k) and 403(b) plans let employees choose between traditional pre-tax deferrals and Roth deferrals within the same plan, and an employee can split contributions between both types up to the same combined annual limit. Pre-tax deferrals reduce current taxable wages but are fully taxed on distribution, while Roth 401(k) deferrals provide no current deduction but allow qualified distributions to come out tax-free. Unlike a Roth IRA, a Roth 401(k) has no income limit restricting who can contribute, and employer matching contributions are generally made on a pre-tax basis even when matching a Roth deferral.",Employees can split deferrals between pre-tax and Roth in one plan|Both share the same combined annual contribution limit|Roth 401(k) has no income limit unlike a Roth IRA|Employer match is generally pre-tax even on Roth deferrals
284,Retirement Accounts & Distributions,Employer-Sponsored Plans,Hard,Assessment,21,Pre-Tax vs Roth 401(k) Contributions,"A Roth 401(k) has no income limit and shares one combined contribution limit with pre-tax deferrals, but employer matches are typically deposited pre-tax regardless of which type the employee chooses.",
285,Retirement Accounts & Distributions,Employer-Sponsored Plans,Hard,Recovery,21,Pre-Tax vs Roth 401(k) Contributions,"Think of the Roth 401(k) as the Roth IRA's more flexible sibling - it drops the income limit, but the employer's matching dollars still land in a separate pre-tax bucket.",
286,Retirement Accounts & Distributions,Employer-Sponsored Plans,Medium,Standard,22,Employer Matching Contributions,"An employer match is money the employer contributes to an employee's retirement plan account based on the employee's own contributions, commonly structured as a percentage match up to a certain percentage of pay. Matching contributions are always made on a pre-tax basis, even in a plan that offers Roth deferrals, and grow tax-deferred until distribution. Employer contributions are typically subject to a vesting schedule, unlike the employee's own deferrals.",Employer contributes based on the employee's own contributions|Usually structured as a percentage match up to a cap|Matching money is deposited pre-tax even for Roth deferrals|Employer contributions are often subject to vesting
287,Retirement Accounts & Distributions,Employer-Sponsored Plans,Medium,Assessment,22,Employer Matching Contributions,"Employer matching contributions are deposited pre-tax regardless of the employee's deferral type, and they are typically subject to vesting.",
288,Retirement Accounts & Distributions,Employer-Sponsored Plans,Medium,Recovery,22,Employer Matching Contributions,"Think of an employer match as free money added on top of what you put in, but it usually needs time on the job to fully become yours.",
289,Retirement Accounts & Distributions,Employer-Sponsored Plans,Medium,Standard,23,Vesting Schedules,"Vesting refers to the portion of employer contributions an employee has a non-forfeitable right to, and it typically follows either a graded schedule, where ownership phases in gradually over several years, or a cliff schedule, where the employee owns none of the employer money until a set number of years of service is reached, then owns all of it at once. An employee's own salary deferrals are always fully vested immediately. If an employee leaves before becoming fully vested, unvested employer contributions are generally forfeited.",Vesting is the employee's non-forfeitable ownership of employer contributions|Graded schedules phase in ownership gradually|Cliff schedules grant full ownership all at once after a set period|Employee deferrals are always fully vested immediately
290,Retirement Accounts & Distributions,Employer-Sponsored Plans,Medium,Assessment,23,Vesting Schedules,Employee salary deferrals are always fully vested; employer contributions vest gradually under a graded schedule or all at once under a cliff schedule.,
291,Retirement Accounts & Distributions,Employer-Sponsored Plans,Medium,Recovery,23,Vesting Schedules,"Think of vesting like earning ownership of a company car over time - a bit more each year under one plan, or none at all until suddenly it is all yours under another.",
292,Retirement Accounts & Distributions,Employer-Sponsored Plans,Hard,Standard,24,Aggregated Elective Deferral Limits,"The annual limit on employee elective deferrals to 401(k) and 403(b) plans is a single combined limit that applies across all such plans an individual participates in during the year, even if the plans are with different employers. This means someone who changes jobs mid-year and defers into two different employers' 401(k) plans must track total deferrals across both to avoid exceeding the combined limit. SEP and SIMPLE employer contributions are generally tracked under separate, plan-specific limits rather than being combined with the 401(k)/403(b) deferral limit.",One combined deferral limit applies across 401(k) and 403(b) plans in a year|Limit applies even across different employers' plans|Job changers must track total deferrals across all employers|SEP and SIMPLE limits are generally tracked separately
293,Retirement Accounts & Distributions,Employer-Sponsored Plans,Hard,Assessment,24,Aggregated Elective Deferral Limits,An employee who works for two employers with 401(k) or 403(b) plans in the same year must combine deferrals across both toward one shared annual limit.,
294,Retirement Accounts & Distributions,Employer-Sponsored Plans,Hard,Recovery,24,Aggregated Elective Deferral Limits,"Think of the elective deferral limit as one shared bucket that follows the employee, not the employer - switching jobs mid-year does not create a second, fresh bucket.",
295,Retirement Accounts & Distributions,Early Withdrawals & Penalties,Easy,Standard,25,The 10% Additional Tax on Early Distributions,"A distribution taken from a retirement account before the age set by law generally triggers a 10% additional tax on top of any regular income tax owed, unless an exception applies. This additional tax applies to the taxable portion of the distribution, so a Roth distribution of already-taxed contributions is not subject to it. The additional tax is reported and calculated using Form 5329 unless an exception is coded directly on Form 1099-R.",Early distributions before the age set by law can trigger a 10% additional tax|Applies on top of regular income tax|Only the taxable portion of the distribution is subject to it|Reported on Form 5329 unless an exception is coded on the 1099-R
296,Retirement Accounts & Distributions,Early Withdrawals & Penalties,Easy,Assessment,25,The 10% Additional Tax on Early Distributions,The 10% additional tax applies to the taxable portion of an early retirement distribution unless a specific exception applies.,
297,Retirement Accounts & Distributions,Early Withdrawals & Penalties,Easy,Recovery,25,The 10% Additional Tax on Early Distributions,Think of the 10% additional tax as an early exit fee for taking retirement money out before the door is officially supposed to open.,
